Week_min_DateKey;Min of UCLF+OCLF;Average of UCLF+OCLF;Max of UCLF+OCLF
2022-04-04;11469,880999999999;12936,411517857143;14736,718999999999
2022-04-11;13267,468999999999;15025,259297619048;17017,164000000001
2022-04-18;14502,169;15570,750875;17086,553
2022-04-25;13358,325999999999;14398,059577380956;15573,154
2022-05-02;13324,67;14767,960880952382;15789,146000000001
2022-05-09;14471,323;16161,242535714287;18612,650000000001
2022-05-16;14019,778;16242,136666666667;17728,969000000001
2022-05-23;13261,768;15067,294571428576;16691,323
2022-05-30;13105,839;14595,898779761914;16540,513999999999
2022-06-06;13807,061;14876,958601190467;16206,374
2022-06-13;13564,116;14632,577607142854;16269,996999999999
2022-06-20;12586,847;15355,418708333333;17797,68
2022-06-27;14097,065000000001;17149,98830357143;18739,907999999999
2022-07-04;14352,963;16567,387613095238;19492,499
2022-07-11;13209,703;14762,700642857144;16663,078000000001
2022-07-18;12728,51;15079,672488095233;16734,204000000002
2022-07-25;12464,995000000001;14794,257916666666;16950,133000000002
2022-08-01;12206,081;14880,778458333334;16910,832999999999
2022-08-08;11583,915999999999;12972,876464285713;15385,549999999999
2022-08-15;12915,995999999999;14191,18630952381;15291,633
2022-08-22;10900,269;13401,425190476191;15239,436
2022-08-29;11159,388999999999;14233,238803571432;16229,772000000001
2022-09-05;13419,822;15521,431553571429;16950,506000000001
2022-09-12;14460,700000000001;16032,749946428572;17862,477999999999
2022-09-19;15916,569;17295,968500000006;19214,761999999999
2022-09-26;14041,947;15686,41019047619;17417,984
2022-10-03;12774,906999999999;13927,824589285712;15308,057000000001
2022-10-10;12118,841;14298,391119047625;16081,460999999999
2022-10-17;14269,981;15494,93155357143;16963,214
2022-10-24;12957,307000000001;14663,679565476183;16770,429
2022-10-31;13396,545;14650,923958333333;16371,993
2022-11-07;13799,927;15598,27399404762;17417,646000000001
2022-11-14;13945,204;15718,070910714287;17599,268
2022-11-21;13105,037;14612,641142857141;16969,963
2022-11-28;15649,126;16984,909964285718;18332,278999999999
2022-12-05;15001,846;17273,115053571437;19958,188999999998
2022-12-12;13980,996999999999;15835,518744047615;17565,394
2022-12-19;13071,922;15434,861750000004;17582,909
