Date;Eskom OCGT Generation;Eskom Gas Generation;Dispatchable IPP OCGT;Manual Load Reduction(MLR);Palmiet Gen Unit Hours;Ingula Gen Unit Hours;Drakensberg Gen Unit Hours;Palmiet Max Hours;Ingula Max Hours;Drakensberg Max Hours;Palmiet Min Hours;Ingula Min Hours;Drakensberg Min Hours
2022-11-28 00:00:00;0;0;0;0;51,200000000000003;42,840000000000003;91,5;58,7;67;102;8;12;12
2022-11-28 01:00:00;0;0;0;0;52,799999999999997;44,560000000000002;93,299999999999997;58,7;67;102;8;12;12
2022-11-28 02:00:00;0;0;0;0;54,399999999999999;46,759999999999998;94,299999999999997;58,7;67;102;8;12;12
2022-11-28 03:00:00;0;0;0;0;55,899999999999999;49,020000000000003;96,299999999999997;58,7;67;102;8;12;12
2022-11-28 04:00:00;0;0;0;0;58,5;50,579999999999998;97,5;58,7;67;102;8;12;12
2022-11-28 05:00:00;0;0;0;450,50599999999997;58,5;51,32;101,7;58,7;67;102;8;12;12
2022-11-28 06:00:00;0;0;0;435,76999999999998;57,5;51,369999999999997;98,400000000000006;58,7;67;102;8;12;12
2022-11-28 07:00:00;0;0;0;416,62799999999999;56,700000000000003;50,469999999999999;97,5;58,7;67;102;8;12;12
2022-11-28 08:00:00;0;0;0;536,78599999999994;55,899999999999999;50,68;96,900000000000006;58,7;67;102;8;12;12
2022-11-28 09:00:00;0;0;0;699,23199999999997;54,399999999999999;49,719999999999999;95,400000000000006;58,7;67;102;8;12;12
2022-11-28 10:00:00;0;0;0;954,70299999999997;52,799999999999997;48,200000000000003;93,900000000000006;58,7;67;102;8;12;12
2022-11-28 11:00:00;0;0;0;735,17899999999997;50;46,590000000000003;91,5;58,7;67;102;8;12;12
2022-11-28 12:00:00;0;0;0;645,51900000000001;48;44,340000000000003;89,700000000000003;58,7;67;102;8;12;12
2022-11-28 13:00:00;3;0;0;650,34799999999996;46;41,390000000000001;87;58,7;67;102;8;12;12
2022-11-28 14:00:00;352;0;256,93900000000002;521,67999999999995;44;38,789999999999999;85;58,7;67;102;8;12;12
2022-11-28 15:00:00;403;0;319,279;662,38300000000004;42;36,920000000000002;83;58,7;67;102;8;12;12
2022-11-28 16:00:00;409;0;322,416;1256,018;40,299999999999997;34,18;81,799999999999997;58,7;67;102;8;12;12
2022-11-28 17:00:00;412;0;321,06700000000001;1479,03;38,5;32,009999999999998;81,400000000000006;58,7;67;102;8;12;12
2022-11-28 18:00:00;414;0;321,25799999999998;1054,3969999999999;38,100000000000001;30,25;80,599999999999994;58,7;67;102;8;12;12
2022-11-28 19:00:00;417;0;322,29300000000001;1523,49;36,100000000000001;27,129999999999999;79,400000000000006;58,7;67;102;8;12;12
2022-11-28 20:00:00;418;0;322,31;1497,6800000000001;33,700000000000003;23,48;76,599999999999994;58,7;67;102;8;12;12
2022-11-28 21:00:00;403;0;322,98599999999999;1035,7139999999999;32,5;21,960000000000001;74,599999999999994;58,7;67;102;8;12;12
2022-11-28 22:00:00;391;0;322,38600000000002;876,40599999999995;32,5;21,960000000000001;75,400000000000006;58,7;67;102;8;12;12
2022-11-28 23:00:00;366;0;205,30099999999999;807,95500000000004;34,100000000000001;23,219999999999999;77;58,7;67;102;8;12;12
2022-11-29 00:00:00;295;0;2,1999999999999999E-2;645,66899999999998;35,700000000000003;26,030000000000001;79;58,7;67;102;8;12;12
2022-11-29 01:00:00;22;0;0;687,98900000000003;37,700000000000003;29,239999999999998;80,200000000000003;58,7;67;102;8;12;12
2022-11-29 02:00:00;0;0;0;806,27499999999998;38,899999999999999;32,5;81,799999999999997;58,7;67;102;8;12;12
2022-11-29 03:00:00;0;0;0;988,98299999999995;40,899999999999999;35,649999999999999;83,799999999999997;58,7;67;102;8;12;12
2022-11-29 04:00:00;0;0;0;765,43600000000004;42,5;38,789999999999999;85,799999999999997;58,7;67;102;8;12;12
2022-11-29 05:00:00;0;0;0;0;43,299999999999997;40,270000000000003;87,400000000000006;58,7;67;102;8;12;12
2022-11-29 06:00:00;0;0;0;0;41,700000000000003;38,490000000000002;86,200000000000003;58,7;67;102;8;12;12
2022-11-29 07:00:00;0;0;0;0;38,5;36,32;85;58,7;67;102;8;12;12
2022-11-29 08:00:00;0;0;0;0;36,899999999999999;34,729999999999997;83,799999999999997;58,7;67;102;8;12;12
2022-11-29 09:00:00;0;0;0,039;0;34,899999999999999;32,939999999999998;83,400000000000006;58,7;67;102;8;12;12
2022-11-29 10:00:00;47;0;0;0;32,899999999999999;31,440000000000001;82,599999999999994;58,7;67;102;8;12;12
2022-11-29 11:00:00;499;0;0;0;31;30,059999999999999;81,799999999999997;58,7;67;102;8;12;12
2022-11-29 12:00:00;640;0;177,24100000000001;0;29;28,539999999999999;81;58,7;67;102;8;12;12
2022-11-29 13:00:00;656;0;306,995;0;27,399999999999999;27,640000000000001;80,200000000000003;58,7;67;102;8;12;12
2022-11-29 14:00:00;864;0;411,57299999999998;0;25,399999999999999;27,32;79;58,7;67;102;8;12;12
2022-11-29 15:00:00;946;0;459,12400000000002;0;23,199999999999999;25,699999999999999;76,599999999999994;58,7;67;102;8;12;12
2022-11-29 16:00:00;952;0;465,45400000000001;865,26300000000003;20,600000000000001;23,739999999999998;74,599999999999994;58,7;67;102;8;12;12
2022-11-29 17:00:00;923;0;468,56900000000002;1235,46;19,800000000000001;23,149999999999999;73,799999999999997;58,7;67;102;8;12;12
2022-11-29 18:00:00;883;0;473,07299999999998;1094,502;19;23,079999999999998;73,400000000000006;58,7;67;102;8;12;12
2022-11-29 19:00:00;957;0;476,43099999999998;1365,211;18,300000000000001;22,82;71,400000000000006;58,7;67;102;8;12;12
2022-11-29 20:00:00;969;0;477,76999999999998;864,47199999999998;17,5;21,289999999999999;69,400000000000006;58,7;67;102;8;12;12
2022-11-29 21:00:00;978;0;481,08800000000002;566,01800000000003;17,5;20,420000000000002;68,599999999999994;58,7;67;102;8;12;12
2022-11-29 22:00:00;916;0;481,88499999999999;912,25199999999995;18,699999999999999;20,690000000000001;69;58,7;67;102;8;12;12
2022-11-29 23:00:00;546;0;252,49600000000001;953,48299999999995;20,600000000000001;23,280000000000001;70,599999999999994;58,7;67;102;8;12;12
2022-11-30 00:00:00;43;0;0;931,29399999999998;22,199999999999999;26,539999999999999;73;58,7;67;102;8;12;12
2022-11-30 01:00:00;0;0;0;1099,2070000000001;24,600000000000001;29,550000000000001;75;58,7;67;102;8;12;12
2022-11-30 02:00:00;0;0;0;1223,374;26,199999999999999;32,5;77;58,7;67;102;8;12;12
2022-11-30 03:00:00;0;0;21,693000000000001;1029,126;28,199999999999999;35,770000000000003;79,400000000000006;58,7;67;102;8;12;12
2022-11-30 04:00:00;205;0;451,517;1159,8779999999999;29,699999999999999;38,369999999999997;81,400000000000006;58,7;67;102;8;12;12
2022-11-30 05:00:00;847;0;486,73500000000001;0;31,399999999999999;40,210000000000001;83,799999999999997;58,7;67;102;8;12;12
2022-11-30 06:00:00;947;0;481,37799999999999;0;32,100000000000001;39,68;83;58,7;67;102;8;12;12
2022-11-30 07:00:00;949;0;471,00299999999999;0;32,100000000000001;38,909999999999997;81,799999999999997;58,7;67;102;8;12;12
2022-11-30 08:00:00;906;0;465,19600000000003;0;32,100000000000001;39,030000000000001;81;58,7;67;102;8;12;12
2022-11-30 09:00:00;792;0;452,69600000000003;0;31,399999999999999;38,969999999999999;80,599999999999994;58,7;67;102;8;12;12
2022-11-30 10:00:00;671;0;311,863;0;32,100000000000001;39,030000000000001;80,599999999999994;58,7;67;102;8;12;12
2022-11-30 11:00:00;678;0;303,56999999999999;0;32,100000000000001;38,369999999999997;79,799999999999997;58,7;67;102;8;12;12
2022-11-30 12:00:00;635;0;306,57999999999998;0;31,399999999999999;37,289999999999999;78,599999999999994;58,7;67;102;8;12;12
2022-11-30 13:00:00;497;0;306,79500000000002;0;30,600000000000001;36,560000000000002;78,200000000000003;58,7;67;102;8;12;12
2022-11-30 14:00:00;477;0;305,91399999999999;0;30,600000000000001;36,560000000000002;77,400000000000006;58,7;67;102;8;12;12
